lemma	freq	distance	eligible	proper	concreteness	out_deg	in_deg
dosage	2	NA	1	0	4.07	0	0
dose	13	NA	1	0	3.85	0	0
dot	7	NA	1	0	4.12	0	1
double	104	NA	1	0	3.37	0	0
doubles	5	NA	1	0		0	0
doubling	3	NA	1	0	3.03	0	0
doubly	2	NA	1	0		0	0
doubt	22	NA	1	0	1.79	0	0
doubtful	2	NA	1	0	1.73	0	0
doudna	3	NA	1	1		0	0
dougal	2	NA	1	1		0	0
dough	1	NA	1	0	4.79	0	0
douglas	3	NA	1	0		0	0
douse	1	NA	1	0	3.27	0	0
douville	17	NA	1	1		0	0
dow	1	NA	1	0		0	0
down	435	0	0	0	3.52	0	0
downbeat	1	NA	1	0	2.64	0	0
downfall	2	NA	1	0	2.31	0	0
downgrade	1	NA	1	0	2.25	0	0
downhill	3	NA	1	0	3.97	0	0
downing	13	NA	0	1		0	0
download	74	NA	1	0	3.12	0	0
downloaders	2	NA	1	0		0	0
downplay	2	NA	1	0	2.23	0	0
downside	1	NA	1	0	2.00	0	0
downstream	1	NA	1	0	4.19	0	0
downton	32	NA	1	1		0	0
downtown	3	NA	1	0	4.39	0	0
downturn	4	NA	1	0	2.08	0	0
downward	3	NA	1	0	3.16	0	0
downwards	3	NA	1	0		0	0
downwind	1	NA	1	0	3.39	0	0
downy	4	NA	1	0		0	0
dowry	3	NA	1	0	3.29	0	0
dozen	19	NA	0	0	4.66	0	0
dozens	28	NA	1	0		0	0
draconian	1	NA	1	0	2.04	0	0
draft	21	NA	1	0	3.15	0	0
drag	7	NA	1	0	4.17	0	0
draghi	1	1	1	0		1	0
dragon	2	NA	1	0	4.39	0	0
drain	24	NA	1	0	4.61	0	0
drainage	3	NA	1	0	3.96	0	0
drainpipe	9	NA	1	0	4.86	0	0
drakeford	6	NA	1	1		0	0
drama	10	NA	1	0	2.34	0	0
dramatic	61	NA	1	0	2.12	0	0
dramatically	26	NA	1	0	1.59	0	0
drape	1	NA	1	0	4.50	0	0
drastically	1	NA	1	0	1.78	0	0
draught	1	NA	1	0	3.46	0	0
draw	46	NA	1	0	3.97	0	0
drawback	2	NA	1	0	2.52	0	0
drawbridge	2	NA	1	0	4.89	0	0
drawing	18	NA	1	0	4.60	0	0
dreadful	1	NA	1	0	2.23	0	0
dream	47	0	1	0	2.60	0	0
drei	3	NA	1	0		0	0
dreissena	1	NA	1	0		0	0
drengur	3	NA	1	1		0	0
drenthe	3	NA	1	1		0	0
dress	15	0	1	0	4.93	0	0
dressing	2	NA	1	0	4.03	0	0
drier	4	NA	1	0	3.69	0	0
drift	32	2	1	0	3.07	1	0
drifting	9	NA	1	0	2.93	0	0
drill	1	NA	1	0	4.40	0	0
drilling	7	NA	1	0	4.14	0	0
drink	49	0	1	0	4.76	0	0
drinkable	5	0	1	0	3.59	0	0
drinker	3	NA	1	0	3.32	0	1
drinking	25	NA	1	0	4.14	0	0
drip	3	NA	1	0	4.14	0	0
drive	78	0	1	0	3.86	0	1
driver	52	NA	1	0	4.71	0	0
driverless	23	NA	1	0	3.22	0	0
driving	38	0	1	0	3.96	0	0
droids	1	NA	1	0		0	0
dromgoole	2	NA	1	1		0	0
drone	40	NA	1	0	3.93	0	0
droop	3	NA	1	0	3.68	0	0
drop	86	0	1	0	4.21	0	0
dropdown	1	NA	1	0		0	0
droplet	5	NA	1	0	4.45	0	0
dropout	1	NA	1	0	3.52	0	0
droppings	11	NA	1	0	4.48	0	0
drosophila	9	1	1	1		1	0
drought	29	NA	1	0	3.74	0	0
drove	2	NA	1	0	3.71	0	0
drown	8	NA	1	0	3.93	0	0
drowsiness	1	NA	1	0	3.04	0	0
drug	215	NA	1	0	4.48	3	4
drum	11	NA	1	0	4.96	0	0
drumlin	12	NA	1	0		0	0
drummer	3	NA	1	0	4.44	0	0
drumming	6	NA	1	0	4.21	0	0
drunk	2	0	1	0	3.48	0	0
drunken	3	NA	1	0	3.30	0	0
drunkenness	6	NA	1	0	3.16	0	0
dry	64	NA	1	0	3.77	0	0
dryad	1	NA	1	0		1	0
dryness	4	NA	1	0	2.72	1	0
dual	3	NA	1	0	3.07	0	0
dub	3	NA	1	0	3.00	0	0
dubious	1	NA	1	0	1.52	0	0
dublin	2	NA	1	1		0	0
dubna	5	NA	1	1		0	0
dubnas	1	NA	1	0		0	0
dubuque	3	NA	1	1		0	0
duchess	20	NA	1	1	4.46	0	1
duckenfield	4	NA	1	1		0	0
duct	13	NA	1	0	4.74	0	0
dude	1	0	1	0	3.93	0	0
due	73	NA	0	0	3.21	0	0
dug	4	NA	1	0	4.00	0	0
dugesia	1	NA	1	0		0	0
duke	22	0	1	1	4.00	0	2
dull	2	NA	1	0	2.37	0	0
dumb	2	NA	1	0	2.36	0	0
dumbbell	1	NA	1	0	4.69	0	0
dump	2	NA	1	0	3.93	0	0
dumper	1	NA	1	0	3.48	0	0
dumping	6	NA	1	0	3.43	0	0
dumps	14	NA	1	0		0	0
dunbar	9	0	1	1		0	0
duncan	9	NA	1	1		0	0
dundas	6	NA	1	1		0	0
dundee	3	NA	1	1		0	0
dune	3	NA	1	1	4.46	0	0
dung	3	NA	1	0	4.64	0	0
dungeon	2	NA	1	1	4.32	0	0
dunman	3	NA	1	1		0	0
dunn	6	NA	1	1		0	0
dunworth	4	NA	1	1		0	0
duodenum	4	NA	1	0		0	0
duombo	1	NA	1	0		0	0
duplicate	21	NA	1	0	3.46	0	0
duplication	17	2	1	0	3.30	1	0
dura	2	NA	1	0		0	0
durability	1	NA	1	0	2.81	0	0
durable	1	NA	1	0	3.03	0	0
duran	16	NA	1	1		0	0
duration	3	NA	1	0	2.08	0	0
durban	3	NA	1	1		0	0
durham	1	NA	1	0		0	0
during	522	0	0	0	1.48	0	0
dusk	2	NA	1	0	4.24	0	0
dusseldorf	3	NA	1	1		0	0
dust	9	NA	1	0	4.40	0	0
dusty	27	NA	1	1	3.79	0	0
dutch	29	NA	1	1		0	0
duty	8	NA	1	0	2.19	0	0
dvd	9	NA	1	1		0	0
dwarf	10	NA	1	0	4.45	0	0
dwarfism	1	NA	1	0	3.89	0	0
dwayne	2	NA	1	1		0	0
dwell	1	NA	1	0	2.62	0	0
dweller	5	NA	1	0	3.50	0	0
dwelling	4	NA	1	0	4.14	0	0
dwindle	1	NA	1	0	2.25	0	0
dwindling	2	NA	1	0	2.40	0	0
dye	7	NA	1	0	4.58	0	0
dying	16	NA	1	0	3.16	0	0
dyke	3	NA	1	1	4.24	0	0
dylan	3	NA	1	1		0	0
dynamic	17	NA	1	0	2.44	0	1
dynamics	17	1	1	0	1.96	1	0
dynamism	3	NA	1	0		0	0
dynamite	3	NA	1	0	4.68	0	0
dynamo	2	NA	1	0	2.71	0	0
dyscalculia	3	NA	1	0		0	0
dysentery	3	NA	1	0	3.45	0	0
dysfunction	2	1	1	0	1.88	2	0
dyson	5	NA	1	1		0	0
dystopian	1	NA	1	0		0	0
dystrophy	1	NA	1	0		0	0
each	700	0	0	0	2.03	0	0
eager	6	NA	1	0	1.93	0	0
eagerly	2	NA	1	0	1.60	0	0
eagle	5	NA	1	0	5.00	0	0
ear	22	NA	1	0	5.00	1	0
eardrum	2	NA	1	0	4.58	0	1
eared	1	NA	1	0		0	0
earl	6	0	1	1	2.85	0	0
earlier	66	NA	1	0		0	0
earliest	17	NA	1	0		0	0
earlobe	1	NA	1	0	4.96	1	0
early	154	0	1	0	2.25	0	0
earmark	2	NA	1	0	3.07	0	0
earn	88	NA	1	0	2.39	0	0
earner	1	NA	1	0	3.70	0	0
earnest	2	NA	1	0	2.24	0	0
earnings	18	NA	1	0	4.39	0	0
earphone	6	NA	1	0	4.74	0	0
earpiece	1	NA	1	0	4.79	0	0
earth	250	0	1	1	4.80	2	2
earth's	19	0	1	1		0	0
earthquake	6	NA	1	0	3.97	0	0
earthworm	11	NA	1	0	4.89	1	0
ease	9	NA	1	0	2.32	0	1
easel	4	NA	1	0	4.97	0	0
easierfor	1	NA	1	0		0	0
easily	77	0	1	0	1.80	0	0
easing	2	NA	1	0	2.29	0	0
east	80	0	1	1	3.04	0	1
eastern	14	NA	1	1	3.11	0	0
eastward	2	NA	1	0	4.15	0	0
eastwest	1	NA	1	0		0	0
easy	126	0	1	0	2.07	0	0
eat	138	0	1	0	4.44	0	0
eater	6	NA	1	0	3.75	0	0
eatery	1	NA	1	0	4.48	0	0
eating	72	NA	1	0	4.14	1	0
eats	8	NA	1	0	3.79	0	0
ebay	6	NA	1	0	4.17	0	0
ebb	4	NA	1	0		0	0
eberhard	3	NA	1	1		0	0
ebola	6	1	1	1		1	0
ebon	4	NA	1	1		0	0
ebooks	3	NA	1	0		0	0
ecb	4	NA	1	1		0	0
ecdysis	1	NA	1	0		0	0
ecdysozoa	7	NA	1	1		0	0
ecdysozoan	1	NA	1	0		0	0
ecdysozoans	1	NA	1	0		0	0
ecg	2	NA	1	1		0	0
echidna	4	NA	1	0		0	0
echinacea	1	NA	1	0		0	0
echinoderm	14	NA	1	0		0	0
echinodermata	6	NA	1	1		1	0
echinoidea	2	NA	1	1		0	0
echinos	1	NA	1	0		0	0
echo	9	NA	1	0	3.64	0	0
echolocate	1	NA	1	0		0	0
echolocation	4	1	1	0		1	0
ecigarettedirect	4	NA	1	0		0	0
ecita	1	NA	1	0		1	0
eclipse	3	NA	1	0	4.17	0	0
eco	2	NA	1	0		0	0
ecobeaker	1	NA	1	0		0	0
ecocycle	1	NA	1	0		0	0
ecoli	1	NA	1	0		0	0
ecological	34	NA	1	0	2.62	0	0
ecologically	4	NA	1	0	2.37	0	0
ecologist	28	3	1	0	3.68	2	0
ecology	21	1	1	0	2.64	3	0
econom	1	NA	1	0		0	0
economic	86	NA	1	0	2.20	0	0
economically	11	NA	1	0	2.11	0	0
economics	6	NA	1	1	1.77	0	0
economist	3	NA	1	0	3.25	0	0
economize	1	NA	1	0	1.82	0	0
economy	84	1	1	0	2.57	1	2
ecosystem	226	NA	1	0	4.11	1	4
ecotourism	3	NA	1	0	2.30	0	0
ecstatic	2	NA	1	0	2.41	0	0
ect	6	NA	0	0		0	0
ective	1	NA	1	0		0	0
ectoderm	12	NA	1	0		0	0
ectomycorrhizae	1	NA	1	0		0	0
ectoparasitic	1	NA	1	0		0	0
ectotherm	5	NA	1	0		2	0
ectothermic	2	NA	1	0		0	0
ecuador	7	NA	1	1		0	0
eczema	7	NA	1	0	4.23	0	0
eddie	3	NA	1	0		0	0
eden	1	NA	1	0		0	0
edentata	1	NA	1	0		0	1
edge	30	0	1	0	4.24	0	0
edgehill	3	NA	1	1		0	0
edgware	1	NA	1	0		0	0
ediacaran	1	NA	1	0		0	0
edible	15	NA	1	0	3.55	0	0
edinburgh	23	1	1	1		1	0
edit	3	NA	1	0	3.28	0	0
editing	5	NA	1	0	3.17	0	0
edition	7	NA	1	0	3.21	0	0
editor	29	NA	1	0	4.25	0	0
edmondson	12	NA	1	1		0	0
edmonton	13	NA	1	1		0	0
edmund	2	NA	1	1		0	0
edu	1	NA	1	0		0	0
eduardo	3	NA	1	1		0	0
educate	19	0	1	0	2.12	0	0
education	120	NA	1	0	2.93	0	0
educational	11	NA	1	0	2.10	0	0
edward	8	NA	1	1		0	0
edwards	1	NA	1	0		1	0
eel	28	NA	1	0	4.69	0	0
eerily	1	NA	1	0	1.85	0	0
eets	1	NA	1	0		0	0
effect	141	1	1	0	1.80	7	1
effective	47	NA	1	0	2.04	0	0
effectively	19	NA	1	0	2.04	0	0
effectiveness	8	NA	1	0	2.07	0	0
effector	10	NA	1	0		0	0
effects	85	NA	1	0	2.83	0	1
efferent	2	NA	1	0		0	0
efficiency	13	NA	1	0	2.15	0	0
efficient	21	NA	1	0	1.82	0	0
efficiently	11	NA	1	0	1.78	0	0
effort	109	NA	1	0	2.33	2	2
efstratios	12	NA	1	1		0	0
egg	95	1	1	0	4.97	3	1
eggerud	3	NA	1	1		0	0
eggplant	1	NA	1	0	4.97	0	0
eggs	99	NA	1	0		0	2
eggshell	2	NA	1	0	4.77	0	0
egomaniac	2	NA	1	0	2.39	0	0
egotistical	1	NA	1	0	1.76	0	0
egret	1	NA	1	0		0	0
egypt	5	NA	1	1		0	0
egyptian	2	NA	1	0		0	0
egyptology	1	NA	1	0		0	0
ehrlich	2	NA	1	0		0	0
eichtinger	5	NA	1	1		0	0
eiffel	3	NA	1	1		0	0
eifuku	1	NA	1	0		0	0
eight	99	0	0	0	4.04	0	0
eighteenth	2	NA	1	0	3.64	0	0
eighth	9	NA	1	0	3.62	0	0
eileen	2	NA	1	1		0	0
einarsson	1	NA	1	0		0	0
einarssons	1	NA	1	0		0	0
eindhoven	3	NA	1	1		0	0
einundzwanzig	3	NA	1	0		0	0
either	123	0	0	0	1.81	0	0
eivind	3	NA	1	1		0	0
ejaculate	1	NA	1	0	4.31	0	0
ejaculation	4	NA	1	0	4.17	0	0
ejaculatory	2	NA	1	0	2.58	0	0
eject	4	NA	1	0	3.22	0	0
elaborate	11	0	1	0	2.68	0	0
elaborately	1	NA	1	0	2.15	0	0
elaine	4	NA	1	0		0	0
elapse	3	NA	1	0	2.04	0	0
elastic	3	NA	1	0	3.73	0	0
elbow	6	NA	1	0	5.00	1	0
eld	7	NA	1	0		1	0
elder	11	0	1	0	3.59	0	0
elderly	21	NA	1	0	3.68	0	0
eldest	1	NA	1	0	3.45	0	0
eleanor	3	NA	1	1		0	0
elearning	2	NA	1	0		0	0
elect	7	NA	1	0	2.41	0	0
election	45	0	1	0	3.17	0	0
electoral	6	NA	1	0	2.24	0	0
electric	101	NA	1	0	3.56	0	0
electrical	69	NA	1	0	3.39	0	0
electrically	9	NA	1	0	3.00	0	0
electricbikereview	2	NA	1	1		0	0
electrician	1	NA	1	0	4.21	0	0
electricity	79	0	1	0	3.90	1	0
electriicity	1	NA	1	0		0	0
electrobike	8	NA	1	1		0	0
electrocardiogram	3	NA	1	0	4.16	0	0
electrochemical	24	NA	1	0	2.76	0	0
electrode	6	NA	1	0	3.48	0	0
electrofishing	1	NA	1	0		0	0
electrolyte	6	NA	1	0	3.37	1	0
electromagnetic	13	NA	1	0	2.90	0	0
electron	194	1	1	0	2.96	2	1
electronic	46	NA	1	0	3.30	0	0
electronica	2	NA	1	0		0	0
electronically	3	NA	1	0	2.44	0	0
electronics	5	1	1	0	4.37	1	0
electrophoresis	4	NA	1	0		1	0
electroreception	2	NA	1	0		0	0
electrostatic	1	NA	1	0	3.36	0	0
elegans	3	NA	1	0		0	0
elegant	4	NA	1	0	2.31	0	0
elektron	1	NA	1	0		0	0
element	65	NA	1	0	3.63	1	1
elemental	3	NA	1	0	2.08	0	0
elementary	3	NA	1	0	2.24	0	0
elements	117	1	1	0		2	2
elena	1	NA	1	0		0	0
eleni	2	NA	1	1		0	0
elephant	10	NA	1	0	5.00	0	0
elevate	1	NA	1	0	3.37	0	0
elevated	6	NA	1	0	3.11	0	0
elevation	10	NA	1	0	3.79	0	0
eleven	9	NA	0	0	3.93	0	0
eleventh	3	NA	1	0	3.75	0	0
elicit	2	NA	1	0	1.73	0	0
eligibility	1	NA	1	0	1.88	0	0
eligible	2	NA	1	0	2.46	0	0
eliminate	25	0	1	0	2.77	0	0
elimination	9	NA	1	0	2.00	2	0
elin	5	NA	1	1		0	0
elion	2	NA	1	1		0	0
elite	9	NA	1	0	2.19	0	0
elitist	1	NA	1	0	2.42	0	0
elizabeth	22	NA	1	1		0	0
elk	2	NA	1	0	4.93	0	0
elle	3	NA	1	0		0	0
ellen	1	NA	1	0		0	0
elliott	2	NA	1	1		0	0
elm	5	NA	1	0	4.69	0	0
elmas	10	NA	1	1		0	0
elmass	1	NA	1	0		0	0
elmore	1	NA	1	0		0	0
elongate	10	NA	1	0	3.42	0	0
elongation	13	NA	1	0	2.68	0	1
els	2	NA	1	0		0	0
else	53	0	0	0	1.63	0	0
elsewhere	34	NA	0	0	1.89	0	0
elton	7	0	1	1		0	0
elucidate	1	NA	1	0		0	0
elucidation	1	NA	1	0		0	0
elude	1	NA	1	0	2.65	0	0
elusive	3	NA	1	0	1.90	0	0
elver	2	NA	1	0		0	0
elvis	6	NA	1	1		0	0
elys	2	NA	1	1		0	0
elyses	1	NA	1	0		0	0
emaciate	2	NA	1	0	2.52	0	0
email	38	0	1	0	4.69	0	0
emanate	1	NA	1	0	2.52	0	0
embargo	1	NA	1	0	3.00	0	0
embark	5	NA	1	0	2.48	0	0
embarrass	6	NA	1	0	2.14	0	0
embassy	7	0	1	0	3.96	0	0
embed	28	NA	1	0	2.88	0	0
emblazon	1	NA	1	0		0	0
emblem	3	NA	1	0	4.30	0	0
emblematic	1	NA	1	0	2.12	0	0
embody	4	NA	1	0	1.75	0	0
embrace	5	NA	1	0	3.38	0	0
embracing	1	NA	1	0	3.45	0	0
embryo	63	NA	1	0	4.61	1	0
embryogenesis	4	NA	1	0		0	0
embryological	5	NA	1	0	2.64	0	0
embryology	1	NA	1	0	2.23	0	0
embryonic	34	NA	1	0	2.83	0	0
emerald	2	NA	1	0	4.93	0	0
emerge	36	NA	1	0	2.27	0	0
emergence	2	NA	1	0	2.56	0	0
emergency	23	NA	1	0	2.41	0	0
emergent	4	NA	1	0	2.07	0	0
emigrate	1	NA	1	0		0	0
emigration	4	NA	1	0	2.70	0	0
emin	5	NA	1	1		0	0
eminem	2	NA	1	1		0	0
eminent	1	NA	1	0	2.03	0	0
emission	100	NA	1	0	3.33	1	0
emit	16	NA	1	0	3.22	0	0
emitter	2	NA	1	0	3.25	0	0
emma	2	NA	1	1		0	0
emmanuel	3	NA	1	1		0	0
emmanuelle	4	NA	1	0		0	0
emotion	6	NA	1	0	2.44	0	0
emotional	29	NA	1	0	2.00	0	0
empathetic	2	NA	1	0	1.93	0	0
empathize	1	NA	1	0	2.23	0	0
empathy	3	NA	1	0	1.63	0	0
emphasis	5	NA	1	0	2.12	0	0
emphasize	10	NA	1	0	2.00	0	0
emphasizing	3	NA	1	0		0	0
empire	14	0	1	1	3.00	0	0
empirical	2	NA	1	0	1.96	0	0
employ	49	NA	1	0	2.41	0	0
employee	79	NA	1	0	4.10	0	0
employer	45	NA	1	0	3.81	0	0
employment	12	NA	1	0	3.30	0	0
emporium	3	NA	1	1	3.86	0	0
empower	1	NA	1	0	2.00	0	0
empty	50	NA	0	0	3.43	0	0
emptying	2	NA	0	0		0	0
emulate	1	NA	1	0	2.37	0	0
emulsify	1	NA	1	0	2.72	0	0
enable	46	NA	1	0	2.03	0	0
enact	3	NA	1	0	2.22	0	0
encampment	1	NA	1	0	3.82	0	0
encase	7	NA	1	0	2.59	0	0
encephalartos	1	NA	1	0		0	0
enchant	4	NA	1	1	1.75	0	0
enclose	23	0	1	0	2.96	0	0
enclosing	1	NA	1	0		0	0
enclosure	3	NA	1	0	4.04	0	0
encode	31	NA	1	0	2.54	0	0
encoding	3	1	1	0		2	0
encompass	2	NA	1	0	2.23	0	0
encounter	31	NA	1	0	2.93	0	1
encourage	77	NA	1	0	2.61	0	0
encouragement	1	NA	1	0	1.96	0	0
encroach	1	NA	1	0	1.86	0	0
encrypt	2	NA	1	0	2.72	0	0
end	284	0	1	0	3.14	1	2
endanger	32	NA	1	0	1.96	0	0
endangerment	1	NA	1	0	1.89	0	0
endeavor	1	NA	1	0	2.21	0	0
endeavour	5	NA	1	0		0	0
endemic	17	NA	1	0		0	0
endergonic	10	NA	1	0		0	0
enders	5	NA	1	1		0	0
ending	34	NA	1	0	2.31	0	0
endless	5	NA	1	0	1.82	0	0
endo	2	NA	1	0		0	0
endocrine	42	NA	1	0	3.07	0	0
endocrinologist	8	1	1	0	3.86	2	0
endocrinology	1	NA	1	0	2.76	0	0
endocytosis	19	NA	1	0		4	0
endoderm	11	0	1	0		0	1
endomembrane	5	NA	1	0		0	0
endomembranous	1	NA	1	0		0	0
endometrial	4	NA	1	0		0	0
endometrium	12	NA	1	0		0	0
endonuclease	1	NA	1	0		0	0
endoparasitic	1	NA	1	0		0	0
endoplasmic	19	NA	1	0	3.12	0	0
endorse	2	NA	1	0	2.41	0	0
endorsement	2	NA	1	0	2.53	0	0
endoskeleton	9	NA	1	0	3.92	0	1
endosperm	2	NA	1	0		0	1
endosymbiont	1	NA	1	0		0	0
endosymbionts	1	NA	1	0		0	0
endosymbiosis	5	NA	1	0		1	0
endosymbiotic	14	NA	1	0		0	0
endotherm	2	NA	1	0		2	0
endothermic	7	NA	1	0		0	0
endotherms	1	NA	1	0		0	0
endothermy	1	NA	1	0		0	0
endowment	1	NA	1	0	2.89	0	0
endpoint	1	NA	1	0	3.26	0	0
endure	10	NA	1	0	2.00	0	0
enemy	17	NA	1	0	2.83	0	0
energ	1	NA	1	0		0	0
energe	1	NA	1	0		0	0
energetic	2	NA	1	0	2.83	0	0
energetically	2	NA	1	0	2.07	0	0
energize	4	NA	1	0	2.46	0	0
energy	643	3	1	0	3.11	3	5
enfant	1	NA	1	0		0	0
enforce	7	NA	1	0	2.40	0	0
enforcement	7	NA	1	0	2.48	0	0
engage	29	NA	1	0	2.07	0	0
engagement	4	NA	1	0	2.75	1	0
engine	26	NA	1	0	4.86	0	0
engine's	1	NA	1	0		0	0
engineer	70	NA	1	0	4.64	0	2
engineering	17	5	1	0	2.69	2	0
england	64	1	1	1		2	0
english	71	0	1	1		0	0
engorge	1	NA	1	0	2.80	0	0
engram	2	NA	1	0		0	0
enguene	3	NA	1	1		0	0
engulf	27	NA	1	0	2.88	0	1
engulfment	3	NA	1	0	2.69	0	1
enhance	30	NA	1	0	2.21	0	0
enhancement	1	NA	1	0	2.29	0	0
enhancer	5	NA	1	0	2.15	0	0
enjoy	72	0	1	0	2.29	0	0
enjoyable	8	NA	1	0	2.04	0	0
enjoyment	6	NA	1	0	2.17	0	0
enlarge	6	NA	1	0	3.17	0	1
enlargement	2	NA	1	0	3.38	0	0
enlightened	1	NA	1	0	1.52	0	0
enlightenment	1	NA	1	0	1.50	0	0
enormous	45	NA	1	0	2.90	0	0
enormously	4	NA	1	0	2.04	0	0
enough	249	0	0	0	1.33	0	0
enric	3	NA	1	1		0	0
enrich	2	NA	1	0	2.00	0	0
enrol	7	NA	1	0		0	0
enrolment	5	NA	1	0		0	0
ensue	1	NA	1	0	2.36	0	0
ensure	74	NA	1	0	1.68	0	0
entangle	1	NA	1	0	3.48	0	0
enter	138	NA	1	0	3.12	0	4
enterica	1	NA	1	0		0	0
entering	29	NA	1	0	3.52	0	0
enterobacteria	2	NA	1	0		0	0
enterprise	4	NA	1	0	2.04	0	1
enterprising	2	NA	1	0	1.86	0	0
entertain	4	NA	1	0	2.55	0	0
entertainer	1	NA	1	0	4.17	0	0
entertainment	6	NA	1	0	2.92	0	0
enthral	1	NA	1	0		0	0
enthuse	2	NA	1	0		0	0
enthusiasm	11	NA	1	0	2.34	0	0
enthusiast	1	NA	1	0	2.23	0	0
enthusiastic	5	NA	1	0	2.76	0	0
entice	3	NA	1	0	2.00	0	0
entire	97	0	1	0	2.03	0	0
entirely	33	NA	1	0	1.81	0	0
entirety	1	NA	1	0	3.07	0	1
entitle	9	NA	1	0	2.25	0	0
entitlement	2	NA	1	0	1.79	0	0
entity	12	NA	1	0	2.68	0	1
entomologist	1	NA	1	0	3.88	0	0
entomology	1	NA	1	0	2.87	0	0
entrance	2	NA	1	0	4.23	0	1
entrepreneur	29	0	1	0	3.07	0	2
entropy	6	NA	1	0		1	0
entrust	1	NA	1	0	2.16	0	0
entry	23	NA	1	0	3.62	0	0
entwine	1	NA	1	0	2.41	0	0
entwisle	6	NA	1	1		0	0
enucleate	2	NA	1	0		0	0
envelop	8	NA	1	0	3.56	0	0
envelope	43	NA	1	0	4.93	3	1
environment	359	NA	1	0	3.74	0	0
environmental	102	NA	1	0	2.63	0	0
environmentalist	11	NA	1	0	3.72	0	0
environmentally	6	NA	1	0	1.69	0	0
envisage	1	NA	1	0		0	0
envision	1	NA	1	0	2.38	0	0
envoy	3	NA	1	0	3.50	0	0
enzymatic	5	NA	1	0		0	0
enzymatically	1	NA	1	0		0	0
enzyme	210	2	1	0	3.57	4	7
eocene	1	NA	1	0		0	0
eohippus	1	NA	1	0		0	0
eoka	1	NA	1	0		0	0
eon	14	NA	1	1		0	0
eosinophil	2	NA	1	0		0	0
ephedra	5	NA	1	0		0	0
ephedrine	3	NA	1	0	3.08	0	0
epic	2	NA	1	0	2.19	0	0
epidemic	13	NA	1	0	3.23	1	0
epidemiologist	8	NA	1	0	3.58	0	0
epidemiology	3	1	1	1	2.70	1	0
epidermal	6	NA	1	0	3.56	0	0
epidermis	8	2	1	0	4.69	1	1
epididymis	2	NA	1	0		0	0
epigenetic	4	NA	1	0		0	0
epiglottis	2	NA	1	0		1	0
epilepsy	4	NA	1	0	3.29	0	0
epileptic	1	NA	1	0	3.10	0	0
epinephrine	8	NA	1	0	4.33	0	0
episode	12	NA	1	0	3.22	0	0
epistasis	7	5	1	0		1	0
epistatic	2	NA	1	0		0	0
epithelial	15	NA	1	0		0	0
epithelium	2	NA	1	0		0	0
epo	4	NA	1	1		0	0
epochal	1	NA	1	0		0	0
eptifibatide	1	NA	1	0		0	0
equal	44	NA	1	0	2.56	0	0
equality	16	NA	1	0	1.41	0	0
equally	35	NA	1	0	1.59	0	0
equate	1	NA	1	0	1.93	0	0
equation	9	NA	1	0	3.65	0	0
equator	12	NA	1	0	3.85	0	0
equatorial	7	NA	1	0	2.59	0	0
equilibrate	1	NA	1	0		0	0
equilibrium	29	1	1	0	2.62	3	1
equip	11	NA	1	0	2.81	0	0
equipment	38	NA	1	0	4.83	0	0
equisetum	2	NA	1	1		0	0
equitably	1	NA	1	0	2.08	0	0
equity	2	NA	1	0	2.22	0	0
equivalent	31	NA	1	0	2.57	0	1
equus	1	NA	1	0		0	0
era	21	NA	1	0	2.24	0	0
eradicate	4	NA	1	0	3.00	0	0
erasmus	1	NA	1	0		0	0
erdmann	20	NA	1	1		0	0
erdmanns	1	NA	1	0		0	0
erect	2	NA	1	0	3.74	0	0
erectile	3	NA	1	0	2.46	0	0
erecting	1	NA	1	0	3.20	0	0
ergosterol	1	NA	1	0		0	0
ergot	4	NA	1	0		0	0
ergotism	1	NA	1	0		1	0
eric	3	NA	1	1		0	0
erika	3	NA	1	1		0	0
eritrea	2	NA	1	1		0	0
erlich	1	NA	1	0		0	0
erm	3	NA	1	0		0	0
ernest	1	NA	1	0		0	0
erode	5	NA	1	0	3.24	0	0
eroding	1	NA	1	0	3.35	0	0
erosion	31	NA	1	0	3.83	0	0
err	1	NA	1	0		0	0
errand	5	NA	1	0	3.37	0	0
errant	1	NA	1	0	2.04	0	0
erratic	2	NA	1	0	1.73	0	0
erratum	2	NA	1	0		0	0
error	22	NA	1	0	2.68	0	0
erupt	12	NA	1	0	3.70	0	0
eruption	18	NA	1	0	3.56	0	0
erythematosus	3	NA	1	0		0	0
erythrocyte	2	NA	1	0		0	0
erythropoietin	2	NA	1	0		0	0
escalate	3	NA	1	0	2.39	0	0
escalation	2	NA	1	0	2.27	0	0
escape	55	NA	1	0	3.34	0	0
escherichia	5	NA	1	1		0	0
escort	2	NA	1	0	4.30	0	0
esh	1	NA	1	0		0	0
esophageal	1	NA	1	0	3.60	0	0
esophagus	17	2	1	0	4.59	2	0
espadrille	3	NA	1	0		0	0
especially	104	NA	1	0	1.28	0	0
espionage	2	NA	1	0	2.53	0	0
espresso	1	NA	1	0	4.41	0	0
essay	2	NA	1	0	3.97	0	0
essence	1	NA	1	0	1.66	0	0
essential	77	NA	1	0	1.52	0	1
essentially	14	NA	1	0	1.55	0	0
essex	6	NA	1	1		0	0
establish	44	NA	1	0	2.00	0	0
establishment	6	NA	1	0	3.48	0	0
estate	16	NA	1	0	4.11	0	1
esteem	1	NA	1	0	1.83	0	0
estefan	3	NA	1	1		0	0
ester	1	NA	1	0		0	0
